SALE TYPE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,PRICE PER SQFT,HOA PER MONTH,STATUS,URL,SOURCE,MLS,LATITUDE,LONGITUDE,COMMUTE_NUM_STEPS,COMMUTE,COMMUTE_STEPS,WALKING_TIME,GROCERY_driving,GROCERY_walking,GROCERY_walking_num,ALDI_walking,JEWEL_walking,MARIANO_walking,TRADERJOE_walking,WHOLEFOODS_walking,ALDI_driving,JEWEL_driving,MARIANO_driving,TRADERJOE_driving,WHOLEFOODS_driving,ZILLOW_ID,ZILLOW_URL,LAST_TAX_YEAR,LAST_TAX_ASSESSMENT,ESTIMATED_TAX,LAST_SOLD_DATE,LAST_SOLD_PRICE,ZESTIMATE,ZESTIMATE_LAST_UPDATED,ZESTIMATE_VALUE_CHANGE,ZESTIMATE_RANGE_HIGH,ZESTIMATE_RANGE_LOW
MLS Listing,Townhouse,1432 W Wrightwood Ave,Chicago,IL,60614,665000,3.0,3.0,Lincoln Park,,,1990.0,18,,519.0,Active,http://www.redfin.com/IL/Chicago/1432-W-Wrightwood-Ave-60614/unit-AVE8/home/13362160,MRED,10594887,41.92902210000001,-87.6647776,3.0,28 mins,"WALKING(17 MINS), RED LINE(7 mins), WALKING(4 MINS)",21.0,"ALDI, JEWEL, MARIANO, TRADERJOE, WHOLEFOODS","ALDI, JEWEL",2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2082246817.0,http://www.zillow.com/homedetails/1432-W-Wrightwood-Ave-Chicago-IL-60614/2082246817_zpid/,,,14078.05,,,643524.0,01/26/2020,1039.0,675700.0,611348.0
PAST SALE,Single Family Residential,8835 Crawford Ave,SKOKIE,IL,60076,400000,3.0,2.5,Skokie,,7261.0,1967.0,129,,,Sold,http://www.redfin.com/IL/Skokie/8835-Crawford-Ave-60076/home/13626333,MRED,10424136,42.041941,-87.72747779999996,6.0,1 hour 10 mins,"WALKING(3 MINS), BUS250(6 mins), WALKING(2 MINS), YELLOW LINE(9 mins), RED LINE(32 mins), WALKING(4 MINS)",9.0,"ALDI, JEWEL",,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3520795.0,http://www.zillow.com/homedetails/8835-Crawford-Ave-Skokie-IL-60076/3520795_zpid/,2017.0,36062.0,8468.0,08/29/2019,400000.0,355680.0,01/26/2020,-4768.0,377021.0,330782.0
PAST SALE,Condo/Co-op,2843 N Lincoln Ave #212,Chicago,IL,60657,478000,3.0,2.0,Lake View,,,1996.0,163,,301.0,Sold,http://www.redfin.com/IL/Chicago/2843-N-Lincoln-Ave-60657/unit-212/home/13364070,MRED,10373071,41.9336692,-87.6597524,4.0,27 mins,"WALKING(7 MINS), BROWN LINE(2 mins), RED LINE(7 mins), WALKING(4 MINS)",11.0,"ALDI, JEWEL, MARIANO, TRADERJOE, WHOLEFOODS",,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3727750.0,http://www.zillow.com/homedetails/2843-N-Lincoln-Ave-APT-212-Chicago-IL-60657/3727750_zpid/,2017.0,30042.0,10119.26,08/09/2019,478000.0,420543.0,01/26/2020,-22756.0,449981.0,386900.0
PAST SALE,Townhouse,2946 N Wood St Unit C,CHICAGO,IL,60657,615000,3.0,2.5,Lake View,,,2001.0,170,,305.0,Sold,http://www.redfin.com/IL/Chicago/2946-N-Wood-St-60657/unit-C/home/12727462,MRED,10344706,41.9355357,-87.6730807,5.0,42 mins,"WALKING(5 MINS), BUS9(13 mins), WALKING(1 MIN), BUS66(16 mins), WALKING(2 MINS)",8.0,"ALDI, JEWEL, MARIANO, TRADERJOE, WHOLEFOODS","ALDI, JEWEL, WHOLEFOODS",3.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,61960187.0,http://www.zillow.com/homedetails/2946-N-Wood-St-UNIT-C-Chicago-IL-60657/61960187_zpid/,2017.0,64061.0,13019.55,07/24/2019,615000.0,607306.0,01/26/2020,7334.0,661964.0,558722.0
PAST SALE,Condo/Co-op,1238 W Fletcher St Unit B,CHICAGO,IL,60657,599000,3.0,2.5,Lake View,2100.0,,1989.0,149,285.0,351.0,Sold,http://www.redfin.com/IL/Chicago/1238-W-Fletcher-St-60657/unit-B/home/13366344,MRED,10402602,41.9391589,-87.660682,3.0,23 mins,"WALKING(9 MINS), RED LINE(10 mins), WALKING(4 MINS)",13.0,"ALDI, JEWEL, MARIANO, TRADERJOE, WHOLEFOODS",WHOLEFOODS,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3727245.0,http://www.zillow.com/homedetails/1238-W-Fletcher-St-UNIT-B-Chicago-IL-60657/3727245_zpid/,2017.0,44745.0,12680.83,08/21/2019,599000.0,591546.0,01/26/2020,4762.0,638870.0,544222.0
PAST SALE,Townhouse,2770 N WOLCOTT Ave Unit H,Chicago,IL,60614,534000,4.0,2.5,Lincoln Park,2200.0,,2000.0,1285,243.0,100.0,Sold,http://www.redfin.com/IL/Chicago/2770-N-Wolcott-Ave-60614/unit-H/home/22905728,MRED,9184250,41.93178820000001,-87.6754689,5.0,36 mins,"WALKING(1 MIN), BUS76(11 mins), WALKING(1 MIN), BUS151(14 mins), WALKING(1 MIN)",3.0,"ALDI, JEWEL, MARIANO, TRADERJOE, WHOLEFOODS","ALDI, JEWEL",2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,62011095.0,http://www.zillow.com/homedetails/2770-N-Wolcott-Ave-J-Chicago-IL-60614/62011095_zpid/,2017.0,49583.0,11304.78,07/11/2017,585000.0,606060.0,01/26/2020,92.0,678787.0,539393.0
PAST SALE,Townhouse,2335 W George St,Chicago,IL,60618,472000,3.0,2.5,Avondale,2274.0,954.0,2003.0,44,208.0,270.0,Sold,http://www.redfin.com/IL/Chicago/2335-W-George-St-60618/unit-L-124/home/12683485,MRED,10536915,41.93370770000001,-87.6869068,5.0,41 mins,"WALKING(3 MINS), BUS76(14 mins), WALKING(1 MIN), BUS151(14 mins), WALKING(1 MIN)",5.0,"ALDI, JEWEL, MARIANO, TRADERJOE, WHOLEFOODS",,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,65561752.0,http://www.zillow.com/homedetails/2335-W-George-St-Chicago-IL-60618/65561752_zpid/,2017.0,40088.0,9992.24,12/13/2019,472000.0,469612.0,01/26/2020,-807.0,507181.0,436739.0
PAST SALE,Townhouse,2940 N Lakewood Ave #6,CHICAGO,IL,60657,493000,3.0,2.0,Lake View,1750.0,,1993.0,219,282.0,100.0,Sold,http://www.redfin.com/IL/Chicago/2940-N-Lakewood-Ave-60657/unit-6/home/13363977,MRED,10319491,41.9356123,-87.6615748,3.0,28 mins,"WALKING(15 MINS), RED LINE(10 mins), WALKING(4 MINS)",19.0,"ALDI, JEWEL, MARIANO, TRADERJOE, WHOLEFOODS","JEWEL, WHOLEFOODS",2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2128887647.0,http://www.zillow.com/homedetails/2940-N-Lakewood-Ave-APT-6-Chicago-IL-60657/2128887647_zpid/,2017.0,40065.0,10436.81,05/31/2019,493000.0,488796.0,01/26/2020,7686.0,532788.0,449692.0
PAST SALE,Townhouse,1066 W Fry St,CHICAGO,IL,60642,624000,3.0,2.5,West Town,2200.0,,2000.0,137,284.0,325.0,Sold,http://www.redfin.com/IL/Chicago/1066-W-Fry-St-60642/home/12713748,MRED,10362001,41.8975084,-87.65456209999998,3.0,17 mins,"WALKING(3 MINS), BUS66(12 mins), WALKING(2 MINS)",5.0,"ALDI, JEWEL, MARIANO, TRADERJOE, WHOLEFOODS",,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,62012181.0,http://www.zillow.com/homedetails/1066-W-Fry-St-Chicago-IL-60642/62012181_zpid/,2017.0,53093.0,13210.08,08/22/2019,624000.0,616235.0,01/26/2020,4961.0,665534.0,566936.0
PAST SALE,Townhouse,5003 N Lincoln Ave #2,CHICAGO,IL,60625,552500,3.0,3.0,Lincoln Square,2515.0,897.0,2007.0,111,220.0,290.0,Sold,http://www.redfin.com/IL/Chicago/5003-N-Lincoln-Ave-60625/unit-2/home/45511930,MRED,10399079,41.9722767,-87.6898856,4.0,41 mins,"WALKING(9 MINS), BROWN LINE(14 mins), RED LINE(7 mins), WALKING(4 MINS)",13.0,"ALDI, JEWEL, MARIANO, TRADERJOE",,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,119098173.0,http://www.zillow.com/homedetails/5003-N-Lincoln-Ave-APT-2-Chicago-IL-60625/119098173_zpid/,2017.0,43097.0,11696.425,09/18/2019,552500.0,546361.0,01/26/2020,2522.0,590070.0,502652.0
PAST SALE,Townhouse,908 N Larrabee St,CHICAGO,IL,60610,590000,3.0,2.5,Near North Side,,,2005.0,219,,421.0,Sold,http://www.redfin.com/IL/Chicago/908-N-Larrabee-St-60610/home/146793182,MRED,10294263,41.8989607,-87.6432507,3.0,14 mins,"WALKING(4 MINS), BUS66(8 mins), WALKING(2 MINS)",6.0,"ALDI, JEWEL, MARIANO, TRADERJOE, WHOLEFOODS",JEWEL,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2088114259.0,http://www.zillow.com/homedetails/908-N-Larrabee-St-Chicago-IL-60610/2088114259_zpid/,,,12490.3,05/31/2019,590000.0,584969.0,01/26/2020,9198.0,637616.0,538171.0
PAST SALE,Single Family Residential,7800 N Crawford Ave,Skokie,IL,60076,277500,4.0,3.0,Skokie,1425.0,2822.0,1970.0,102,195.0,,Sold,http://www.redfin.com/IL/Skokie/7800-Crawford-Ave-60076/home/13598992,MRED,10439022,42.0227492,-87.72863790000002,5.0,1 hour 0 mins,"WALKING(5 MINS), BUS97(12 mins), WALKING(1 MIN), RED LINE(32 mins), WALKING(4 MINS)",10.0,"ALDI, JEWEL, MARIANO",,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3546224.0,http://www.zillow.com/homedetails/7800-Crawford-Ave-Skokie-IL-60076/3546224_zpid/,2017.0,15212.0,5874.675,09/30/2019,277500.0,300692.0,01/26/2020,-13247.0,336775.0,276637.0
PAST SALE,Townhouse,1435 S Prairie Ave Unit I,CHICAGO,IL,60605,468000,2.0,2.5,Near South Side,2043.0,,2002.0,153,229.0,413.0,Sold,http://www.redfin.com/IL/Chicago/1435-S-Prairie-Ave-60605/unit-I/home/166898849,MRED,10391997,41.86374,-87.620693,3.0,25 mins,"WALKING(6 MINS), BUS3(16 mins), WALKING(3 MINS)",9.0,"ALDI, JEWEL, MARIANO, TRADERJOE, WHOLEFOODS","JEWEL, TRADERJOE",2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2084219723.0,http://www.zillow.com/homedetails/1435-S-Prairie-Ave-UNIT-I-Chicago-IL-60605/2084219723_zpid/,,,9907.56,08/05/2019,468000.0,461984.0,01/26/2020,4683.0,503563.0,425025.0
PAST SALE,Townhouse,1180 S Plymouth Ct Unit 1SW,CHICAGO,IL,60605,634000,3.0,2.5,Loop,2200.0,,1985.0,174,288.0,417.0,Sold,http://www.redfin.com/IL/Chicago/1180-S-Plymouth-Ct-60605/unit-1SW/home/14091881,MRED,10383081,41.8680404,-87.62898809999999,3.0,17 mins,"WALKING(6 MINS), RED LINE(8 mins), WALKING(4 MINS)",10.0,"ALDI, JEWEL, MARIANO, TRADERJOE, WHOLEFOODS","JEWEL, TRADERJOE",2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2084798641.0,http://www.zillow.com/homedetails/1180-S-Plymouth-Ct-APT-1SW-Chicago-IL-60605/2084798641_zpid/,2017.0,47294.0,13421.78,07/15/2019,634000.0,626156.0,01/26/2020,7836.0,682510.0,576064.0
PAST SALE,Condo/Co-op,5115 N Damen Ave Unit E,CHICAGO,IL,60625,542500,3.0,2.5,Lincoln Square,2500.0,,2003.0,178,217.0,166.0,Sold,http://www.redfin.com/IL/Chicago/5115-N-Damen-Ave-60625/unit-E/home/12613331,MRED,10370329,41.9752376,-87.6788007,4.0,33 mins,"WALKING(1 MIN), BUS92(12 mins), BUS147(12 mins), WALKING(1 MIN)",2.0,"ALDI, JEWEL, MARIANO, TRADERJOE, WHOLEFOODS",MARIANO,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,80811677.0,http://www.zillow.com/homedetails/5115-N-Damen-Ave-APT-F-Chicago-IL-60625/80811677_zpid/,2017.0,43250.0,11484.725,04/07/2017,528000.0,556729.0,01/26/2020,4556.0,623536.0,495489.0
PAST SALE,Townhouse,3019 W CORNELIA Ave,Chicago,IL,60618,574000,4.0,3.5,Avondale,2904.0,1254.0,2007.0,60,198.0,229.0,Sold,http://www.redfin.com/IL/Chicago/3019-W-Cornelia-Ave-60618/home/26793050,MRED,10524671,41.9446554,-87.7035785,5.0,39 mins,"WALKING(3 MINS), BUS152(17 mins), WALKING(1 MIN), BUS146(11 mins), WALKING(1 MIN)",5.0,"ALDI, JEWEL, MARIANO, TRADERJOE, WHOLEFOODS",JEWEL,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,89956835.0,http://www.zillow.com/homedetails/3019-W-Cornelia-Ave-Chicago-IL-60618/89956835_zpid/,2017.0,50062.0,12151.58,11/13/2019,574000.0,570159.0,01/26/2020,-479.0,615772.0,530248.0
PAST SALE,Condo/Co-op,2235 N LAKEWOOD Ave Unit CN,CHICAGO,IL,60614,505000,3.0,3.0,Lincoln Park,1700.0,,1982.0,191,297.0,251.0,Sold,http://www.redfin.com/IL/Chicago/2235-N-Lakewood-Ave-60614/unit-CN/home/13353677,MRED,10393965,41.9227683,-87.6605047,3.0,23 mins,"WALKING(12 MINS), RED LINE(7 mins), WALKING(4 MINS)",16.0,"ALDI, JEWEL, MARIANO, TRADERJOE, WHOLEFOODS",WHOLEFOODS,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3734780.0,http://www.zillow.com/homedetails/2235-N-Lakewood-Ave-APT-CN-Chicago-IL-60614/3734780_zpid/,2017.0,45848.0,10690.85,07/05/2019,505000.0,499157.0,01/26/2020,7094.0,544081.0,459224.0
MLS Listing,Townhouse,2338 W WOLFRAM St,Chicago,IL,60618,472000,3.0,2.5,Logan Square,2000.0,765.0,2004.0,3,236.0,270.0,Active,http://www.redfin.com/IL/Chicago/2338-W-Wolfram-St-60618/home/13360279,MRED,10599894,41.933248,-87.687076,5.0,47 mins,"WALKING(4 MINS), BUS49(11 mins), WALKING(1 MIN), BUS66(21 mins), WALKING(2 MINS)",7.0,"ALDI, JEWEL, MARIANO, TRADERJOE, WHOLEFOODS",,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,65539232.0,http://www.zillow.com/homedetails/2338-W-Wolfram-St-Chicago-IL-60618/65539232_zpid/,2017.0,34816.0,9992.24,04/24/2017,1425000.0,460717.0,01/26/2020,2548.0,483753.0,437681.0
PAST SALE,Townhouse,2333 W George St #2333,Chicago,IL,60618,470450,3.0,2.5,Avondale,2775.0,,2001.0,4210,170.0,160.0,Sold,http://www.redfin.com/IL/Chicago/2333-W-George-St-60618/unit-2333/home/145661162,MRED,6841553,41.9337102,-87.6868418,5.0,41 mins,"WALKING(3 MINS), BUS76(14 mins), WALKING(1 MIN), BUS151(14 mins), WALKING(1 MIN)",5.0,"ALDI, JEWEL, MARIANO, TRADERJOE, WHOLEFOODS",,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
PAST SALE,Condo/Co-op,1811 W Winnemac Ave Unit B,CHICAGO,IL,60640,462000,3.0,2.0,Lincoln Square,1550.0,,1999.0,173,298.0,380.0,Sold,http://www.redfin.com/IL/Chicago/1811-W-Winnemac-Ave-60640/unit-B/home/12683970,MRED,10379078,41.972987,-87.67541,4.0,35 mins,"WALKING(5 MINS), BUS92(10 mins), BUS147(12 mins), WALKING(1 MIN)",6.0,"ALDI, JEWEL, MARIANO, TRADERJOE, WHOLEFOODS",MARIANO,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,65558797.0,http://www.zillow.com/homedetails/1811-W-Winnemac-Ave-UNIT-B-Chicago-IL-60640/65558797_zpid/,2017.0,36735.0,9780.54,07/29/2019,462000.0,456061.0,01/26/2020,5010.0,497106.0,419576.0
PAST SALE,Townhouse,463 SUMMIT Ave Unit A,PARK RIDGE,IL,60068,470000,3.0,3.0,Park Ridge,3000.0,12663.0,,174,157.0,167.0,Sold,http://www.redfin.com/IL/Park-Ridge/463-Summit-Ave-60068/unit-A/home/21956939,MRED,10378292,42.0055901,-87.8226515,7.0,1 hour 12 mins,"WALKING(3 MINS), BUS68(12 mins), WALKING(1 MIN), BLUE LINE(20 mins), WALKING(1 MIN), BUS66(12 mins), WALKING(2 MINS)",7.0,"ALDI, JEWEL, MARIANO, TRADERJOE, WHOLEFOODS",WHOLEFOODS,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,99355951.0,http://www.zillow.com/homedetails/463-Summit-Ave-APT-C-Park-Ridge-IL-60068/99355951_zpid/,2017.0,49480.0,9949.9,11/18/2008,500000.0,,01/01/1970,,,
PAST SALE,Condo/Co-op,1802 W DIVERSEY Pkwy Unit C,CHICAGO,IL,60614,516000,3.0,2.0,North Center,1800.0,1650.0,1997.0,137,287.0,185.0,Sold,http://www.redfin.com/IL/Chicago/1802-W-Diversey-Pkwy-60614/unit-C/home/13358143,MRED,10430787,41.934948,-87.673736,5.0,45 mins,"WALKING(7 MINS), BUS9(13 mins), WALKING(1 MIN), BUS66(16 mins), WALKING(2 MINS)",10.0,"ALDI, JEWEL, MARIANO, TRADERJOE, WHOLEFOODS","ALDI, JEWEL, WHOLEFOODS",3.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3731514.0,http://www.zillow.com/homedetails/1802-W-Diversey-Pkwy-APT-A-Chicago-IL-60614/3731514_zpid/,2017.0,56674.0,10923.72,10/18/2018,535000.0,537984.0,01/26/2020,5193.0,591782.0,489565.0
PAST SALE,Townhouse,860 N ELSTON Ave #8,Chicago,IL,60642,565000,3.0,3.0,West Town,2050.0,748.0,1998.0,97,276.0,100.0,Sold,http://www.redfin.com/IL/Chicago/860-N-Elston-Ave-60642/unit-8/home/22906656,MRED,10455293,41.8981237,-87.65699570000002,3.0,18 mins,"WALKING(3 MINS), BUS66(12 mins), WALKING(2 MINS)",5.0,"ALDI, JEWEL, MARIANO, TRADERJOE, WHOLEFOODS",,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2089516733.0,http://www.zillow.com/homedetails/860-N-Elston-Ave-UNIT-8-Chicago-IL-60642/2089516733_zpid/,2017.0,48049.0,11961.05,04/14/2017,610000.0,,01/01/1970,,,
PAST SALE,Townhouse,2835 N Wolcott Ave Unit D,CHICAGO,IL,60657,435000,2.0,2.0,North Center,,,,167,,493.0,Sold,http://www.redfin.com/IL/Chicago/2835-N-Wolcott-Ave-60657/unit-D/home/13359191,MRED,10394602,41.9343945,-87.674293,5.0,41 mins,"WALKING(6 MINS), BUS76(11 mins), WALKING(1 MIN), BUS151(14 mins), WALKING(1 MIN)",8.0,"ALDI, JEWEL, MARIANO, TRADERJOE, WHOLEFOODS","ALDI, JEWEL, WHOLEFOODS",3.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3731689.0,http://www.zillow.com/homedetails/2835-N-Wolcott-Ave-UNIT-D-Chicago-IL-60657/3731689_zpid/,2017.0,35804.0,9208.95,08/02/2019,435000.0,429498.0,01/26/2020,5000.0,468153.0,395138.0
PAST SALE,Townhouse,1826 DARROW Ave Unit B,EVANSTON,IL,60201,263000,4.0,2.0,Evanston,2076.0,2535.0,1993.0,142,127.0,,Sold,http://www.redfin.com/IL/Evanston/1826-Darrow-Ave-60201/unit-B/home/13630260,MRED,10388109,42.051211,-87.697807,4.0,1 hour 9 mins,"WALKING(18 MINS), PURPLE LINE(8 mins), RED LINE(32 mins), WALKING(4 MINS)",22.0,"ALDI, JEWEL, TRADERJOE, WHOLEFOODS",,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3518568.0,http://www.zillow.com/homedetails/1826-Darrow-Ave-B-Evanston-IL-60201/3518568_zpid/,2017.0,23004.0,5567.71,08/26/2019,263000.0,259693.0,01/26/2020,2260.0,280468.0,238918.0
MLS Listing,Single Family Residential,8246 Kildare Ave,Skokie,IL,60076,340000,3.0,2.0,Skokie,1648.0,5475.0,1953.0,54,206.0,,Active,http://www.redfin.com/IL/Skokie/8246-N-Kildare-Ave-60076/home/13609449,MRED,10572109,42.0312373,-87.7355567,4.0,1 hour 11 mins,"WALKING(17 MINS), YELLOW LINE(7 mins), RED LINE(32 mins), WALKING(4 MINS)",21.0,"ALDI, JEWEL, MARIANO",,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3537441.0,http://www.zillow.com/homedetails/8246-Kildare-Ave-Skokie-IL-60076/3537441_zpid/,2017.0,30499.0,7197.8,08/04/2004,375000.0,330002.0,01/26/2020,-2767.0,346502.0,313502.0
PAST SALE,Townhouse,1128 W Washburne Ave,CHICAGO,IL,60608,525000,2.0,2.5,Near West Side,2000.0,2375.0,2007.0,163,263.0,82.0,Sold,http://www.redfin.com/IL/Chicago/1128-W-Washburne-Ave-60608/home/12611401,MRED,10390142,41.866364,-87.65539799999998,5.0,35 mins,"WALKING(3 MINS), BUS60(18 mins), WALKING(1 MIN), BUS147(7 mins), WALKING(3 MINS)",7.0,"ALDI, JEWEL, MARIANO, TRADERJOE, WHOLEFOODS",,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,80846997.0,http://www.zillow.com/homedetails/1128-W-Washburne-Ave-Chicago-IL-60608/80846997_zpid/,2017.0,50431.0,11114.25,07/31/2019,525000.0,518306.0,01/26/2020,5865.0,564954.0,476842.0
PAST SALE,Townhouse,20 W 15th St Unit C,CHICAGO,IL,60605,475000,3.0,2.0,Near South Side,1482.0,820.0,1990.0,356,321.0,107.0,Sold,http://www.redfin.com/IL/Chicago/20-W-15th-St-60608/unit-C/home/14084792,MRED,10083738,41.862101,-87.62753199999999,3.0,21 mins,"WALKING(9 MINS), RED LINE(8 mins), WALKING(4 MINS)",13.0,"ALDI, JEWEL, MARIANO, TRADERJOE, WHOLEFOODS","JEWEL, TRADERJOE",2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,3875692.0,http://www.zillow.com/homedetails/20-W-15th-St-UNIT-C-Chicago-IL-60605/3875692_zpid/,2017.0,44067.0,10055.75,01/23/2019,475000.0,478572.0,01/26/2020,740.0,526429.0,435501.0
MLS Listing,Townhouse,1445 N Cleveland Ave Unit A,Chicago,IL,60610,599999,3.0,3.0,Near North Side,2150.0,630.0,1998.0,228,279.0,190.0,Active,http://www.redfin.com/IL/Chicago/1445-N-Cleveland-Ave-60610/unit-A/home/12812770,MRED,10389140,41.908879,-87.64016590000001,5.0,22 mins,"WALKING(5 MINS), BROWN LINE(4 mins), WALKING(1 MIN), BUS66(5 mins), WALKING(2 MINS)",8.0,"ALDI, JEWEL, MARIANO, TRADERJOE, WHOLEFOODS","JEWEL, MARIANO",2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3852639.0,http://www.zillow.com/homedetails/1445-1445-F-18-N-Cleveland-Ave-Chicago-IL-60610/3852639_zpid/,2017.0,64526.0,12701.97883,01/18/2002,272500.0,762028.0,01/26/2020,-10988.0,822990.0,708686.0
PAST SALE,Condo/Co-op,1351 W GEORGE St Unit C,CHICAGO,IL,60657,550000,2.0,2.5,Lake View,1750.0,,,195,314.0,167.0,Sold,http://www.redfin.com/IL/Chicago/1351-W-George-St-60657/unit-C/home/13364207,MRED,10383829,41.9341688,-87.66331509999998,5.0,34 mins,"WALKING(3 MINS), BUS76(7 mins), WALKING(1 MIN), BUS151(14 mins), WALKING(1 MIN)",5.0,"ALDI, JEWEL, MARIANO, TRADERJOE, WHOLEFOODS","JEWEL, WHOLEFOODS",2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3727701.0,http://www.zillow.com/homedetails/1351-W-George-St-C-Chicago-IL-60657/3727701_zpid/,2017.0,39185.0,11643.5,06/25/2019,550000.0,543872.0,01/26/2020,7855.0,592820.0,500362.0
PAST SALE,Townhouse,1006 CENTRAL Ave,WILMETTE,IL,60091,534000,3.0,2.5,Wilmette,,1404.0,1959.0,191,,,Sold,http://www.redfin.com/IL/Wilmette/1006-Central-Ave-60091/home/13775315,MRED,10388445,42.076813,-87.703367,4.0,1 hour 12 mins,"WALKING(16 MINS), PURPLE LINE(12 mins), RED LINE(32 mins), WALKING(4 MINS)",20.0,"JEWEL, MARIANO, WHOLEFOODS",JEWEL,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3374941.0,http://www.zillow.com/homedetails/1006-Central-Ave-Wilmette-IL-60091/3374941_zpid/,2017.0,42908.0,11304.78,07/10/2019,534000.0,527485.0,01/26/2020,6889.0,574959.0,485286.0
PAST SALE,Single Family Residential,8433 Kimball Ave,SKOKIE,IL,60076,365000,3.0,2.0,Skokie,1298.0,3689.0,1962.0,143,281.0,,Sold,http://www.redfin.com/IL/Skokie/8433-Kimball-Ave-60076/home/13607072,MRED,10388595,42.03469860000001,-87.7131245,5.0,1 hour 7 mins,"WALKING(14 MINS), BUS97(11 mins), WALKING(1 MIN), RED LINE(32 mins), WALKING(4 MINS)",19.0,"ALDI, JEWEL, MARIANO, TRADERJOE, WHOLEFOODS",,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3539298.0,http://www.zillow.com/homedetails/8433-Kimball-Ave-Skokie-IL-60076/3539298_zpid/,2017.0,26290.0,7727.05,08/22/2019,365000.0,360439.0,01/26/2020,2996.0,389274.0,331604.0
PAST SALE,Townhouse,1328 S Federal St Unit C,Chicago,IL,60605,449000,2.0,2.0,Near South Side,1500.0,,1992.0,187,299.0,399.0,Sold,http://www.redfin.com/IL/Chicago/1328-S-Federal-St-60605/unit-C/home/14084317,MRED,10164361,41.8649368,-87.6298684,3.0,19 mins,"WALKING(7 MINS), RED LINE(8 mins), WALKING(4 MINS)",11.0,"ALDI, JEWEL, MARIANO, TRADERJOE, WHOLEFOODS","JEWEL, TRADERJOE",2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,3875772.0,http://www.zillow.com/homedetails/1328-S-Federal-St-UNIT-C-Chicago-IL-60605/3875772_zpid/,2017.0,34468.0,9505.33,06/28/2019,449000.0,443805.0,01/26/2020,6308.0,483747.0,408301.0
