SALE TYPE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,PRICE PER SQFT,HOA PER MONTH,STATUS,URL,SOURCE,MLS,LATITUDE,LONGITUDE,COMMUTE_NUM_STEPS,COMMUTE,COMMUTE_STEPS,WALKING_TIME
PAST SALE,Townhouse,417 Greenleaf Ave,WILMETTE,IL,60091,420000,3.0,1.5,Wilmette,2020.0,,1959.0,195,208.0,,Sold,http://www.redfin.com/IL/Wilmette/417-Greenleaf-Ave-60091/home/13772317,MRED,10161676,42.074739,-87.69287790000001,4.0,1 hour 0 mins,"WALKING(4 MINS), PURPLE LINE(12 mins), RED LINE(32 mins), WALKING(4 MINS)",8.0
PAST SALE,Single Family Residential,6826 N Dowagiac Ave,CHICAGO,IL,60646,459900,4.0,2.5,Forest Glen,1325.0,5166.0,1968.0,195,347.0,,Sold,http://www.redfin.com/IL/Chicago/6826-N-Dowagiac-Ave-60646/home/12569227,MRED,10354719,42.0043395,-87.76616659999999,5.0,1 hour 2 mins,"WALKING(15 MINS), BUS84(26 mins), WALKING(1 MIN), BUS147(14 mins), WALKING(1 MIN)",17.0
PAST SALE,Single Family Residential,6839 N Kilpatrick Ave,LINCOLNWOOD,IL,60712,535000,4.0,2.5,Lincolnwood,2730.0,5998.0,1942.0,209,196.0,,Sold,http://www.redfin.com/IL/Lincolnwood/6839-N-Kilpatrick-Ave-60712/home/13589525,MRED,10324770,42.005721,-87.7457495,9.0,1 hour 40 mins,"WALKING(11 MINS), BUS290(11 mins), WALKING(2 MINS), BUS270(13 mins), WALKING(1 MIN), BLUE LINE(20 mins), WALKING(1 MIN), BUS66(12 mins), WALKING(2 MINS)",17.0
PAST SALE,Townhouse,814 HINMAN Ave #6,EVANSTON,IL,60202,459000,3.0,2.5,Evanston,1700.0,,1997.0,192,270.0,300.0,Sold,http://www.redfin.com/IL/Evanston/814-Hinman-Ave-60202/unit-6/home/13577351,MRED,10325948,42.032553899999996,-87.67809629999999,4.0,51 mins,"WALKING(4 MINS), PURPLE LINE(3 mins), RED LINE(32 mins), WALKING(4 MINS)",8.0
PAST SALE,Townhouse,1711 W Diversey Pkwy,CHICAGO,IL,60614,589000,3.0,2.5,Lincoln Park,,,2001.0,205,,334.0,Sold,http://www.redfin.com/IL/Chicago/1711-W-Diversey-Pkwy-60614/home/12753881,MRED,10323514,41.932257799999995,-87.67142009999999,5.0,34 mins,"WALKING(1 MIN), BUS76(9 mins), WALKING(1 MIN), BUS151(14 mins), WALKING(1 MIN)",3.0
PAST SALE,Townhouse,508 Callie Ct Unit 15-4,MORTON GROVE,IL,60053,345000,3.0,3.5,Morton Grove,1680.0,,2006.0,129,205.0,311.0,Sold,http://www.redfin.com/IL/Morton-Grove/508-Callie-Ct-60053/unit-15-4/home/26801831,MRED,10319072,42.03463060000001,-87.7836462,7.0,1 hour 6 mins,"WALKING(7 MINS), HEAVY_RAILMD-N(15 mins), WALKING(2 MINS), BUS74(20 mins), WALKING(1 MIN), RED LINE(7 mins), WALKING(4 MINS)",14.0
PAST SALE,Single Family Residential,3307 Wilmette Ave,WILMETTE,IL,60091,400000,3.0,2.0,Wilmette,,5000.0,1963.0,191,,,Sold,http://www.redfin.com/IL/Wilmette/3307-Wilmette-Ave-60091/home/13779884,MRED,10312546,42.0720096,-87.7572473,5.0,1 hour 35 mins,"WALKING(25 MINS), BUS215(25 mins), WALKING(1 MIN), RED LINE(32 mins), WALKING(4 MINS)",30.0
PAST SALE,Single Family Residential,7657 Park Ave,SKOKIE,IL,60077,347000,3.0,2.0,Skokie,1600.0,7305.0,1956.0,240,217.0,,Sold,http://www.redfin.com/IL/Skokie/7657-Park-Ave-60077/home/13598914,MRED,10322548,42.020750299999996,-87.76082290000001,4.0,1 hour 13 mins,"WALKING(19 MINS), YELLOW LINE(7 mins), RED LINE(32 mins), WALKING(4 MINS)",23.0
PAST SALE,Single Family Residential,4653 N LAPORTE Ave,CHICAGO,IL,60630,535000,6.0,5.5,Portage Park,3600.0,2500.0,2005.0,141,149.0,40.0,Sold,http://www.redfin.com/IL/Chicago/4653-N-Laporte-Ave-60630/home/12634824,MRED,10421672,41.965825,-87.7511146,5.0,58 mins,"WALKING(14 MINS), BLUE LINE(20 mins), WALKING(1 MIN), BUS66(12 mins), WALKING(2 MINS)",17.0
PAST SALE,Single Family Residential,6619 N Crawford Ave,LINCOLNWOOD,IL,60712,368000,3.0,3.0,Lincolnwood,,2922.0,1953.0,212,,,Sold,http://www.redfin.com/IL/Lincolnwood/6619-N-Crawford-Ave-60712/home/13587707,MRED,10318808,42.001488,-87.728436,5.0,58 mins,"WALKING(17 MINS), BUS84(20 mins), WALKING(1 MIN), BUS147(14 mins), WALKING(1 MIN)",19.0
PAST SALE,Single Family Residential,7245 N Keeler Ave,LINCOLNWOOD,IL,60712,472000,4.0,2.5,Lincolnwood,3000.0,3929.0,1954.0,158,157.0,,Sold,http://www.redfin.com/IL/Lincolnwood/7245-Keeler-Ave-60712/home/13597749,MRED,10316126,42.013104,-87.73299499999999,9.0,1 hour 33 mins,"WALKING(2 MINS), BUS290(13 mins), WALKING(2 MINS), BUS270(13 mins), WALKING(1 MIN), BLUE LINE(20 mins), WALKING(1 MIN), BUS66(12 mins), WALKING(2 MINS)",8.0
PAST SALE,Townhouse,5350 N Damen Ave Unit G,CHICAGO,IL,60625,415000,2.0,2.5,Lincoln Square,1615.0,,1997.0,263,257.0,205.0,Sold,http://www.redfin.com/IL/Chicago/5350-N-Damen-Ave-60625/unit-G/home/12773911,MRED,10323377,41.97930220000001,-87.67986859999999,4.0,36 mins,"WALKING(5 MINS), BUS92(12 mins), BUS147(12 mins), WALKING(1 MIN)",6.0
PAST SALE,Townhouse,3354 Church St,EVANSTON,IL,60203,365000,2.0,2.5,Evanston,,1680.0,1993.0,234,,250.0,Sold,http://www.redfin.com/IL/Evanston/3354-Church-St-60203/home/13626730,MRED,10314423,42.0484003,-87.7130668,6.0,1 hour 23 mins,"WALKING(12 MINS), BUS250(9 mins), WALKING(2 MINS), YELLOW LINE(9 mins), RED LINE(32 mins), WALKING(4 MINS)",18.0
PAST SALE,Single Family Residential,6550 N Kenton Ave,LINCOLNWOOD,IL,60712,530000,5.0,4.5,Lincolnwood,2947.0,8580.0,1972.0,151,180.0,,Sold,http://www.redfin.com/IL/Lincolnwood/6550-N-Kenton-Ave-60712/home/13587252,MRED,10270595,42.0005181,-87.7437688,5.0,1 hour 0 mins,"WALKING(17 MINS), BUS84(23 mins), WALKING(1 MIN), BUS147(14 mins), WALKING(1 MIN)",19.0
PAST SALE,Townhouse,8217 Lincoln Ave,SKOKIE,IL,60077,360000,3.0,2.5,Skokie,2700.0,,2002.0,2109,133.0,220.0,Sold,http://www.redfin.com/IL/Skokie/8217-Lincoln-Ave-60077/home/12654623,MRED,8504924,42.030568,-87.754925,4.0,1 hour 8 mins,"WALKING(14 MINS), YELLOW LINE(7 mins), RED LINE(32 mins), WALKING(4 MINS)",18.0
PAST SALE,Townhouse,4141 N Narragansett Ave #10,CHICAGO,IL,60634,440500,4.0,3.5,Portage Park,3074.0,3960.0,2005.0,250,143.0,200.0,Sold,http://www.redfin.com/IL/Chicago/4141-N-Narragansett-Ave-60634/unit-10/home/12609137,MRED,10309032,41.9560532,-87.7855168,5.0,1 hour 4 mins,"WALKING(5 MINS), BUS80(35 mins), WALKING(1 MIN), RED LINE(15 mins), WALKING(4 MINS)",10.0
PAST SALE,Townhouse,9056 FORESTVIEW Rd,EVANSTON,IL,60203,365000,3.0,2.5,Evanston,1955.0,,1984.0,219,187.0,365.0,Sold,http://www.redfin.com/IL/Evanston/9056-Forestview-Rd-60203/home/13626528,MRED,10309520,42.046105,-87.714348,6.0,1 hour 18 mins,"WALKING(8 MINS), BUS250(8 mins), WALKING(2 MINS), YELLOW LINE(9 mins), RED LINE(32 mins), WALKING(4 MINS)",14.0
PAST SALE,Single Family Residential,3821 Madison St,SKOKIE,IL,60076,400000,3.0,2.0,Skokie,1494.0,,1963.0,243,268.0,,Sold,http://www.redfin.com/IL/Skokie/3821-Madison-St-60076/home/13606787,MRED,10302178,42.031556099999996,-87.7241022,5.0,1 hour 3 mins,"WALKING(8 MINS), BUS97(12 mins), WALKING(1 MIN), RED LINE(32 mins), WALKING(4 MINS)",13.0
PAST SALE,Condo/Co-op,1151 W Eddy St Unit D,Chicago,IL,60657,428000,3.0,2.0,Lake View,1498.0,,1992.0,205,286.0,99.0,Sold,http://www.redfin.com/IL/Chicago/1151-W-Eddy-St-60657/unit-D/home/13381193,MRED,10305169,41.946039,-87.65786,3.0,21 mins,"WALKING(6 MINS), RED LINE(12 mins), WALKING(4 MINS)",10.0
PAST SALE,Townhouse,525 Chicago Ave Unit F,EVANSTON,IL,60202,485000,3.0,2.5,Evanston,2205.0,,2004.0,198,220.0,275.0,Sold,http://www.redfin.com/IL/Evanston/525-Chicago-Ave-60202/unit-F/home/12672783,MRED,10299401,42.0282528,-87.67787209999999,4.0,47 mins,"WALKING(2 MINS), PURPLE LINE(2 mins), RED LINE(32 mins), WALKING(4 MINS)",6.0
PAST SALE,Single Family Residential,3112 Central St,EVANSTON,IL,60201,640000,4.0,4.0,Evanston,3246.0,3049.0,2005.0,207,197.0,250.0,Sold,http://www.redfin.com/IL/Evanston/3112-Central-St-60201/home/12655211,MRED,10293157,42.064254999999996,-87.721203,6.0,1 hour 54 mins,"WALKING(16 MINS), BUS208(9 mins), BUS215(25 mins), WALKING(1 MIN), RED LINE(32 mins), WALKING(4 MINS)",21.0
PAST SALE,Single Family Residential,4324 W Berwyn Ave,CHICAGO,IL,60630,560000,5.0,3.5,North Park,2800.0,5898.0,2005.0,262,200.0,,Sold,http://www.redfin.com/IL/Chicago/4324-W-Berwyn-Ave-60630/home/13495954,MRED,10127483,41.977783,-87.7366915,4.0,50 mins,"WALKING(8 MINS), BUS92(22 mins), BUS147(12 mins), WALKING(1 MIN)",9.0
PAST SALE,Townhouse,1667 CHURCH St,EVANSTON,IL,60201,389000,3.0,2.5,Evanston,1795.0,,2008.0,268,217.0,190.0,Sold,http://www.redfin.com/IL/Evanston/1667-Church-St-60201/home/21634677,MRED,10159376,42.0493069,-87.69551170000001,4.0,1 hour 5 mins,"WALKING(15 MINS), PURPLE LINE(6 mins), RED LINE(32 mins), WALKING(4 MINS)",19.0
PAST SALE,Single Family Residential,7239 N Oconto Ave,CHICAGO,IL,60631,755000,4.0,2.5,Edison Park,2868.0,4499.0,2012.0,240,263.0,,Sold,http://www.redfin.com/IL/Chicago/7239-N-Oconto-Ave-60631/home/13650890,MRED,10272592,42.0128706,-87.8075493,7.0,1 hour 22 mins,"WALKING(9 MINS), PULSE MILWAUKEE LINE(15 mins), WALKING(1 MIN), BLUE LINE(20 mins), WALKING(1 MIN), BUS66(12 mins), WALKING(2 MINS)",13.0
PAST SALE,Single Family Residential,5073 N Kimberly Ave,CHICAGO,IL,60630,560000,4.0,3.5,Albany Park,3592.0,3432.0,2007.0,269,156.0,,Sold,http://www.redfin.com/IL/Chicago/5073-N-Kimberly-Ave-60630/home/22828268,MRED,10268598,41.9728649,-87.7434787,4.0,50 mins,"WALKING(6 MINS), BUS92(24 mins), BUS147(12 mins), WALKING(1 MIN)",7.0
PAST SALE,Townhouse,604 Callie Ct,MORTON GROVE,IL,60053,400000,3.0,3.5,Morton Grove,2200.0,2200.0,2006.0,240,182.0,330.0,Sold,http://www.redfin.com/IL/Morton-Grove/604-Callie-Ct-60053/home/160410550,MRED,10266464,42.035845,-87.78456899999999,7.0,1 hour 4 mins,"WALKING(5 MINS), HEAVY_RAILMD-N(15 mins), WALKING(2 MINS), BUS74(20 mins), WALKING(1 MIN), RED LINE(7 mins), WALKING(4 MINS)",12.0
PAST SALE,Condo/Co-op,4212 W Harrington Ln Unit B2,Chicago,IL,60646,300000,2.0,2.0,Forest Glen,,,1987.0,221,,425.0,Sold,http://www.redfin.com/IL/Chicago/4212-Harrington-Ln-60646/unit-B2/home/13512698,MRED,10252321,41.9897925,-87.7341887,5.0,45 mins,"WALKING(2 MINS), BUS84(21 mins), WALKING(1 MIN), BUS147(14 mins), WALKING(1 MIN)",4.0
PAST SALE,Single Family Residential,8534 Mango Ave,MORTON GROVE,IL,60053,635000,4.0,5.0,Morton Grove,2792.0,6599.0,2007.0,269,227.0,,Sold,http://www.redfin.com/IL/Morton-Grove/8534-Mango-Ave-60053/home/13613887,MRED,10145662,42.0366987,-87.77076009999999,7.0,1 hour 21 mins,"WALKING(22 MINS), HEAVY_RAILMD-N(15 mins), WALKING(2 MINS), BUS74(20 mins), WALKING(1 MIN), RED LINE(7 mins), WALKING(4 MINS)",29.0
PAST SALE,Townhouse,2743 N WOLCOTT Ave #41,CHICAGO,IL,60614,485000,2.0,2.0,Lincoln Park,2200.0,,1996.0,310,220.0,268.0,Sold,http://www.redfin.com/IL/Chicago/2743-N-Wolcott-Ave-60614/unit-41/home/12805252,MRED,10031062,41.9319593,-87.6747396,5.0,36 mins,"WALKING(1 MIN), BUS76(11 mins), WALKING(1 MIN), BUS151(14 mins), WALKING(1 MIN)",3.0
PAST SALE,Townhouse,8606 PRAIRIE St Unit 9-4,MORTON GROVE,IL,60053,269990,3.0,2.5,Morton Grove,1721.0,,2010.0,2875,157.0,183.0,Sold,http://www.redfin.com/IL/Morton-Grove/8606-Prairie-St-60053/unit-9-4/home/146249705,MRED,7954217,42.0368674,-87.7974531,8.0,1 hour 37 mins,"WALKING(10 MINS), BUS250(6 mins), WALKING(1 MIN), PULSE MILWAUKEE LINE(16 mins), WALKING(2 MINS), BUS92(30 mins), BUS147(12 mins), WALKING(1 MIN)",14.0
PAST SALE,Single Family Residential,6822 W Oakton Ct,NILES,IL,60714,680100,4.0,4.5,Niles,5000.0,6268.0,2008.0,264,136.0,,Sold,http://www.redfin.com/IL/Niles/6822-W-Oakton-Ct-60714/home/13615433,MRED,10274499,42.02746320000001,-87.7971208,7.0,1 hour 37 mins,"WALKING(22 MINS), PULSE MILWAUKEE LINE(16 mins), WALKING(1 MIN), BLUE LINE(20 mins), WALKING(1 MIN), BUS66(12 mins), WALKING(2 MINS)",26.0
PAST SALE,Townhouse,4726 N Lamon Ave,CHICAGO,IL,60630,343000,3.0,3.5,Portage Park,2090.0,,2006.0,422,164.0,382.0,Sold,http://www.redfin.com/IL/Chicago/4726-N-Lamon-Ave-60630/home/12594354,MRED,10104112,41.966675200000005,-87.7505177,5.0,58 mins,"WALKING(15 MINS), BLUE LINE(18 mins), WALKING(1 MIN), BUS66(12 mins), WALKING(2 MINS)",18.0
PAST SALE,Single Family Residential,5737 N Lansing Ave,CHICAGO,IL,60646,670000,4.0,3.5,Forest Glen,2720.0,4373.0,2018.0,374,246.0,,Sold,http://www.redfin.com/IL/Chicago/5737-N-Lansing-Ave-60646/home/13513095,MRED,10022683,41.9852587,-87.7517079,5.0,55 mins,"WALKING(11 MINS), BUS84(23 mins), WALKING(1 MIN), BUS147(14 mins), WALKING(1 MIN)",13.0
PAST SALE,Townhouse,7402 Lincoln Ave Unit C,SKOKIE,IL,60076,359000,3.0,2.0,Skokie,1855.0,1771.0,1998.0,346,194.0,388.0,Sold,http://www.redfin.com/IL/Skokie/7402-Lincoln-Ave-60076/unit-C/home/12778353,MRED,10133134,42.01553679999999,-87.7462403,4.0,1 hour 12 mins,"WALKING(18 MINS), YELLOW LINE(7 mins), RED LINE(32 mins), WALKING(4 MINS)",22.0
PAST SALE,Single Family Residential,5863 N Kingsdale Ave,CHICAGO,IL,60646,450000,5.0,3.5,Forest Glen,2430.0,3746.0,1953.0,202,185.0,,Sold,http://www.redfin.com/IL/Chicago/5863-N-Kingsdale-Ave-60646/home/13514760,MRED,10306079,41.9863791,-87.7438944,5.0,50 mins,"WALKING(6 MINS), BUS84(22 mins), WALKING(1 MIN), BUS147(14 mins), WALKING(1 MIN)",8.0
PAST SALE,Single Family Residential,3855 LEE St,SKOKIE,IL,60076,316000,4.0,1.5,Skokie,1566.0,6499.0,1955.0,216,202.0,,Sold,http://www.redfin.com/IL/Skokie/3855-Lee-St-60076/home/13608732,MRED,10334233,42.035169200000006,-87.72516920000001,5.0,1 hour 9 mins,"WALKING(14 MINS), BUS97(12 mins), WALKING(1 MIN), RED LINE(32 mins), WALKING(4 MINS)",19.0
PAST SALE,Single Family Residential,9614 Kildare Ave,SKOKIE,IL,60076,455000,4.0,2.5,Skokie,2124.0,8646.0,1962.0,355,214.0,,Sold,http://www.redfin.com/IL/Skokie/9614-N-Kildare-Ave-60076/home/13633401,MRED,10146214,42.055856,-87.735051,5.0,1 hour 16 mins,"WALKING(11 MINS), BUS215(19 mins), WALKING(1 MIN), RED LINE(32 mins), WALKING(4 MINS)",16.0
PAST SALE,Townhouse,1801 W Diversey Pkwy #23,CHICAGO,IL,60614,450000,3.0,2.0,Lincoln Park,1500.0,,1995.0,366,300.0,285.0,Sold,http://www.redfin.com/IL/Chicago/1801-W-Diversey-Pkwy-60614/unit-23/home/12818373,MRED,10132467,41.931967,-87.6740088,5.0,35 mins,"WALKING(1 MIN), BUS76(10 mins), WALKING(1 MIN), BUS151(14 mins), WALKING(1 MIN)",3.0
MLS Listing,Single Family Residential,7125 N East Prairie Rd,Lincolnwood,IL,60712,489500,3.0,2.0,Lincolnwood,,7501.0,1956.0,136,,,Active,http://www.redfin.com/IL/Lincolnwood/7125-E-Prairie-Rd-60712/home/13588149,MRED,10493319,42.0106296,-87.7258334,9.0,1 hour 34 mins,"WALKING(2 MINS), BUS290(14 mins), WALKING(2 MINS), BUS270(13 mins), WALKING(1 MIN), BLUE LINE(20 mins), WALKING(1 MIN), BUS66(12 mins), WALKING(2 MINS)",8.0
PAST SALE,Condo/Co-op,1801 W Diversey Pkwy #27,CHICAGO,IL,60614,495000,3.0,2.0,Lincoln Park,2100.0,,1996.0,326,236.0,362.0,Sold,http://www.redfin.com/IL/Chicago/1801-W-Diversey-Pkwy-60614/unit-27/home/22984433,MRED,10096256,41.931967,-87.6740088,5.0,35 mins,"WALKING(1 MIN), BUS76(10 mins), WALKING(1 MIN), BUS151(14 mins), WALKING(1 MIN)",3.0
PAST SALE,Condo/Co-op,1801 W Diversey Pkwy #13,CHICAGO,IL,60614,495000,3.0,2.5,Lincoln Park,2010.0,,1996.0,397,246.0,344.0,Sold,http://www.redfin.com/IL/Chicago/1801-W-Diversey-Pkwy-60614/unit-13/home/12805898,MRED,10069870,41.931967,-87.6740088,5.0,35 mins,"WALKING(1 MIN), BUS76(10 mins), WALKING(1 MIN), BUS151(14 mins), WALKING(1 MIN)",3.0
PAST SALE,Townhouse,5906 N Northwest Hwy,CHICAGO,IL,60631,424000,3.0,4.5,Norwood Park,2900.0,,2008.0,146,146.0,221.0,Sold,http://www.redfin.com/IL/Chicago/5906-N-Northwest-Hwy-60631/home/18929351,MRED,10345555,41.9883574,-87.792201,7.0,1 hour 5 mins,"WALKING(1 MIN), BUS68(6 mins), WALKING(1 MIN), BLUE LINE(20 mins), WALKING(1 MIN), BUS66(12 mins), WALKING(2 MINS)",5.0
PAST SALE,Condo/Co-op,4259 W Thorndale Ave,CHICAGO,IL,60646,420000,4.0,3.5,Forest Glen,2795.0,2120.0,1989.0,331,150.0,425.0,Sold,http://www.redfin.com/IL/Chicago/4259-W-Thorndale-Ave-60646/home/13512503,MRED,10051491,41.9886925,-87.73617349999999,5.0,45 mins,"WALKING(3 MINS), BUS84(21 mins), WALKING(1 MIN), BUS147(14 mins), WALKING(1 MIN)",5.0
PAST SALE,Townhouse,5936 N SAUGANASH Ln,CHICAGO,IL,60646,485000,3.0,3.5,Forest Glen,2226.0,,1987.0,282,218.0,425.0,Sold,http://www.redfin.com/IL/Chicago/5936-N-Sauganash-Ln-60646/home/13513376,MRED,10268273,41.989512,-87.735649,5.0,44 mins,"WALKING(1 MIN), BUS84(21 mins), WALKING(1 MIN), BUS147(14 mins), WALKING(1 MIN)",3.0
PAST SALE,Townhouse,9025 Lincolnwood Dr,EVANSTON,IL,60203,348000,2.0,3.0,Evanston,1830.0,,1984.0,242,190.0,365.0,Sold,http://www.redfin.com/IL/Evanston/9025-Lincolnwood-Dr-60203/unit-2B/home/13627115,MRED,10128509,42.0452439,-87.715174,6.0,1 hour 17 mins,"WALKING(8 MINS), BUS250(8 mins), WALKING(2 MINS), YELLOW LINE(9 mins), RED LINE(32 mins), WALKING(4 MINS)",14.0
PAST SALE,Townhouse,111 Concord Ct,MORTON GROVE,IL,60053,360000,3.0,2.5,Morton Grove,1913.0,1491.0,2014.0,401,188.0,215.0,Sold,http://www.redfin.com/IL/Morton-Grove/111-Concord-Dr-60053/home/144509198,MRED,10070718,42.0334602,-87.7828295,7.0,1 hour 10 mins,"WALKING(11 MINS), HEAVY_RAILMD-N(15 mins), WALKING(2 MINS), BUS74(20 mins), WALKING(1 MIN), RED LINE(7 mins), WALKING(4 MINS)",18.0
PAST SALE,Townhouse,4206 W Thorndale Ave,CHICAGO,IL,60646,412000,3.0,3.5,Forest Glen,1994.0,,1991.0,282,207.0,425.0,Sold,http://www.redfin.com/IL/Chicago/4206-W-Thorndale-Ave-60646/home/13512801,MRED,10120614,41.989095,-87.734047,5.0,44 mins,"WALKING(2 MINS), BUS84(21 mins), WALKING(1 MIN), BUS147(14 mins), WALKING(1 MIN)",4.0
PAST SALE,Single Family Residential,7165 N East Prairie Rd,LINCOLNWOOD,IL,60712,520000,4.0,4.5,Lincolnwood,2209.0,6529.0,2006.0,352,235.0,,Sold,http://www.redfin.com/IL/Lincolnwood/7165-E-Prairie-Rd-60712/home/18946411,MRED,10123484,42.011520000000004,-87.7259388,9.0,1 hour 32 mins,"WALKING(1 MIN), BUS290(14 mins), WALKING(2 MINS), BUS270(13 mins), WALKING(1 MIN), BLUE LINE(20 mins), WALKING(1 MIN), BUS66(12 mins), WALKING(2 MINS)",7.0
PAST SALE,Single Family Residential,4855 N Tripp Ave,CHICAGO,IL,60630,480400,4.0,3.0,Albany Park,,4190.0,1916.0,305,,,Sold,http://www.redfin.com/IL/Chicago/4855-N-Tripp-Ave-60630/home/13494050,MRED,10170027,41.969778600000005,-87.7339521,4.0,51 mins,"WALKING(8 MINS), BUS92(23 mins), BUS147(12 mins), WALKING(1 MIN)",9.0
PAST SALE,Single Family Residential,7534 N OLEANDER Ave,CHICAGO,IL,60631,383000,3.0,2.0,Edison Park,1340.0,3750.0,1953.0,373,286.0,,Sold,http://www.redfin.com/IL/Chicago/7534-N-Oleander-Ave-60631/home/13650848,MRED,10107957,42.0180092,-87.8154219,7.0,1 hour 26 mins,"WALKING(12 MINS), PULSE MILWAUKEE LINE(15 mins), WALKING(1 MIN), BLUE LINE(20 mins), WALKING(1 MIN), BUS66(12 mins), WALKING(2 MINS)",16.0
PAST SALE,Single Family Residential,7329 N Oconto Ave,CHICAGO,IL,60631,350000,4.0,2.0,Edison Park,,3750.0,1953.0,359,,,Sold,http://www.redfin.com/IL/Chicago/7329-N-Oconto-Ave-60631/home/13651350,MRED,10016092,42.0144169,-87.80751090000001,7.0,1 hour 20 mins,"WALKING(6 MINS), PULSE MILWAUKEE LINE(15 mins), WALKING(1 MIN), BLUE LINE(20 mins), WALKING(1 MIN), BUS66(12 mins), WALKING(2 MINS)",10.0
PAST SALE,Townhouse,7503 FRONTAGE Rd #7503,Skokie,IL,60076,202000,3.0,3.0,Skokie,1870.0,,2004.0,3665,108.0,200.0,Sold,http://www.redfin.com/IL/Skokie/7503-Frontage-Rd-60077/unit-7503/home/22670115,MRED,7377996,42.0175956,-87.7582249,4.0,1 hour 15 mins,"WALKING(21 MINS), YELLOW LINE(7 mins), RED LINE(32 mins), WALKING(4 MINS)",25.0
PAST SALE,Single Family Residential,5157 Estes Ave,SKOKIE,IL,60077,430000,3.0,2.5,Skokie,1300.0,6821.0,1952.0,359,331.0,,Sold,http://www.redfin.com/IL/Skokie/5157-Estes-Ave-60077/home/13589708,MRED,10120893,42.009836799999995,-87.7574587,9.0,1 hour 30 mins,"WALKING(3 MINS), BUS290(9 mins), WALKING(2 MINS), BUS270(13 mins), WALKING(1 MIN), BLUE LINE(20 mins), WALKING(1 MIN), BUS66(12 mins), WALKING(2 MINS)",9.0
MLS Listing,Single Family Residential,6960 N Central Ave,Chicago,IL,60646,349900,3.0,2.0,Forest Glen,,4883.0,1969.0,40,,,Active,http://www.redfin.com/IL/Chicago/6960-N-Central-Ave-60646/home/13590922,MRED,10581672,42.0081277,-87.7620532,7.0,1 hour 29 mins,"WALKING(6 MINS), BUS290(20 mins), WALKING(1 MIN), BLUE LINE(34 mins), WALKING(1 MIN), RED LINE(3 mins), WALKING(4 MINS)",12.0
PAST SALE,Townhouse,4712 N Lamon Ave Unit H,CHICAGO,IL,60630,355000,3.0,3.5,Portage Park,,,2005.0,271,,382.0,Sold,http://www.redfin.com/IL/Chicago/4712-N-Lamon-Ave-60630/unit-H/home/12617483,MRED,10102973,41.9678486,-87.7509846,5.0,57 mins,"WALKING(12 MINS), BLUE LINE(20 mins), WALKING(1 MIN), BUS66(12 mins), WALKING(2 MINS)",15.0
PAST SALE,Townhouse,4919 W Gunnison St,CHICAGO,IL,60630,328500,3.0,2.5,Forest Glen,2223.0,997.0,2000.0,314,148.0,200.0,Sold,http://www.redfin.com/IL/Chicago/4919-W-Gunnison-St-60630/home/12706153,MRED,10149074,41.9685421,-87.7509944,5.0,56 mins,"WALKING(12 MINS), BLUE LINE(20 mins), WALKING(1 MIN), BUS66(12 mins), WALKING(2 MINS)",15.0
PAST SALE,Single Family Residential,142 Millbrook Ln,WILMETTE,IL,60091,532500,5.0,3.5,Wilmette,2748.0,9491.0,1959.0,298,194.0,,Sold,http://www.redfin.com/IL/Wilmette/142-Millbrook-Ln-60091/home/13779316,MRED,10251619,42.0666711,-87.7539213,5.0,1 hour 24 mins,"WALKING(14 MINS), BUS215(25 mins), WALKING(1 MIN), RED LINE(32 mins), WALKING(4 MINS)",19.0
PAST SALE,Townhouse,5930 N sauganash Ln,CHICAGO,IL,60646,385000,3.0,3.5,Forest Glen,,,1989.0,191,,425.0,Sold,http://www.redfin.com/IL/Chicago/5930-N-Sauganash-Ln-60646/home/13513270,MRED,10102694,41.989318299999994,-87.7355833,5.0,44 mins,"WALKING(2 MINS), BUS84(21 mins), WALKING(1 MIN), BUS147(14 mins), WALKING(1 MIN)",4.0
PAST SALE,Single Family Residential,5660 N Kerbs Ave,CHICAGO,IL,60646,473000,3.0,2.5,Forest Glen,1557.0,6891.0,1959.0,354,304.0,,Sold,http://www.redfin.com/IL/Chicago/5660-N-Kerbs-Ave-60646/home/13513233,MRED,10113040,41.9843939,-87.7461441,5.0,55 mins,"WALKING(11 MINS), BUS84(23 mins), WALKING(1 MIN), BUS147(14 mins), WALKING(1 MIN)",13.0
PAST SALE,Townhouse,6809 Meadow Ln,MORTON GROVE,IL,60053,295000,3.0,2.5,Morton Grove,1721.0,,2010.0,387,171.0,251.0,Sold,http://www.redfin.com/IL/Morton-Grove/6809-Meadow-Ln-60053/home/52636449,MRED,10117154,42.0370315,-87.7975929,8.0,1 hour 37 mins,"WALKING(9 MINS), BUS250(6 mins), WALKING(1 MIN), PULSE MILWAUKEE LINE(16 mins), WALKING(2 MINS), BUS92(30 mins), BUS147(12 mins), WALKING(1 MIN)",13.0
