SALE TYPE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,PRICE PER SQFT,HOA PER MONTH,STATUS,URL,SOURCE,MLS,LATITUDE,LONGITUDE,COMMUTE_NUM_STEPS,COMMUTE,COMMUTE_STEPS,WALKING_TIME
PAST SALE,Townhouse,4554 N Paulina St #6,Chicago,IL,60640,610000,3.0,2.5,Uptown,2000.0,,1989.0,61,305.0,231.0,Sold,http://www.redfin.com/IL/Chicago/4554-N-Paulina-St-60640/unit-6/home/13391690,MRED,10498980,41.965033700000006,-87.6713672,4.0,38 mins,"WALKING(9 MINS), BROWN LINE(11 mins), RED LINE(7 mins), WALKING(4 MINS)",13.0
PAST SALE,Townhouse,2204 N MAGNOLIA Ave,Chicago,IL,60614,615000,2.0,2.5,Lincoln Park,2023.0,,1992.0,30,304.0,290.0,Sold,http://www.redfin.com/IL/Chicago/2204-N-Magnolia-Ave-60614/home/144973964,MRED,10517724,41.921901500000004,-87.6597121,3.0,22 mins,"WALKING(11 MINS), RED LINE(7 mins), WALKING(4 MINS)",15.0
PAST SALE,Condo/Co-op,1848 N Larrabee St #1848,Chicago,IL,60614,595000,3.0,2.5,Lincoln Park,1600.0,,1974.0,51,372.0,358.0,Sold,http://www.redfin.com/IL/Chicago/1848-N-Larrabee-St-60614/unit-1848/home/169040976,MRED,10516267,41.9155722,-87.6438402,3.0,20 mins,"WALKING(12 MINS), RED LINE(5 mins), WALKING(4 MINS)",16.0
PAST SALE,Townhouse,1214 W Grenshaw St,CHICAGO,IL,60607,580000,3.0,2.5,Near West Side,2538.0,,2007.0,1112,229.0,40.0,Sold,http://www.redfin.com/IL/Chicago/1214-W-Grenshaw-St-60607/home/12602930,MRED,9232750,41.868026,-87.657303,5.0,35 mins,"WALKING(3 MINS), BUS60(18 mins), WALKING(1 MIN), BUS147(7 mins), WALKING(3 MINS)",7.0
PAST SALE,Condo/Co-op,1211 W GRENSHAW St,CHICAGO,IL,60607,360000,3.0,2.5,Near West Side,1643.0,,2006.0,2251,219.0,97.0,Sold,http://www.redfin.com/IL/Chicago/1211-W-Grenshaw-St-60607/home/12595602,MRED,8443871,41.867602000000005,-87.657255,5.0,35 mins,"WALKING(3 MINS), BUS60(18 mins), WALKING(1 MIN), BUS147(7 mins), WALKING(3 MINS)",7.0
PAST SALE,Townhouse,1801 W Diversey Pkwy #2,Chicago,IL,60614,445000,3.0,2.0,Lincoln Park,,,1995.0,54,,281.0,Sold,http://www.redfin.com/IL/Chicago/1801-W-Diversey-Pkwy-60614/unit-2/home/12805128,MRED,10530228,41.931967,-87.6740088,5.0,35 mins,"WALKING(1 MIN), BUS76(10 mins), WALKING(1 MIN), BUS151(14 mins), WALKING(1 MIN)",3.0
MLS Listing,Townhouse,3959 N Hermitage Ave,Chicago,IL,60613,600000,3.0,2.5,Lake View,2400.0,,2000.0,130,250.0,415.0,Active,http://www.redfin.com/IL/Chicago/3959-N-Hermitage-Ave-60613/home/12755259,MRED,10499116,41.95394,-87.672315,5.0,30 mins,"WALKING(1 MIN), BUS80(5 mins), WALKING(1 MIN), RED LINE(15 mins), WALKING(4 MINS)",6.0
MLS Listing,Townhouse,3322 N Racine Ave,Chicago,IL,60657,575000,3.0,2.0,Lake View,1922.0,1922.0,1992.0,63,299.0,210.0,Active,http://www.redfin.com/IL/Chicago/3322-N-Racine-Ave-60657/home/13381908,MRED,10565017,41.9420959,-87.65948409999999,3.0,23 mins,"WALKING(9 MINS), RED LINE(10 mins), WALKING(4 MINS)",13.0
MLS Listing,Condo/Co-op,310 N CLINTON St Unit D,Chicago,IL,60661,669900,3.0,2.0,Near West Side,2200.0,,1998.0,116,305.0,244.0,Active,http://www.redfin.com/IL/Chicago/310-N-Clinton-St-60661/unit-D/home/12787160,MRED,10515034,41.887364500000004,-87.64186090000001,5.0,23 mins,"WALKING(2 MINS), GREEN LINE(3 mins), WALKING(4 MINS), BUS22(5 mins), WALKING(6 MINS)",12.0
PAST SALE,Townhouse,439 W Blackhawk St #7,Chicago,IL,60610,600000,3.0,3.0,Near North Side,2200.0,630.0,1998.0,97,273.0,197.0,Sold,http://www.redfin.com/IL/Chicago/439-W-Blackhawk-St-60610/unit-7/home/12813745,MRED,10497630,41.909087899999996,-87.639993,5.0,20 mins,"WALKING(3 MINS), BROWN LINE(4 mins), WALKING(1 MIN), BUS66(5 mins), WALKING(2 MINS)",6.0
MLS Listing,Townhouse,727 S RACINE Ave Unit E,Chicago,IL,60607,815000,3.0,3.5,Near West Side,2800.0,2800.0,1993.0,132,291.0,210.0,Active,http://www.redfin.com/IL/Chicago/727-S-Racine-Ave-60607/unit-E/home/14089741,MRED,10497012,41.872574,-87.656304,5.0,31 mins,"WALKING(1 MIN), BUS60(16 mins), WALKING(1 MIN), BUS147(7 mins), WALKING(3 MINS)",5.0
MLS Listing,Condo/Co-op,1248 W Fletcher St Unit I,Chicago,IL,60657,499000,2.0,3.5,Lake View,1600.0,,1989.0,86,312.0,308.0,Active,http://www.redfin.com/IL/Chicago/1248-W-Fletcher-St-60657/unit-I/home/13365309,MRED,10545169,41.9392193,-87.66065400000001,3.0,23 mins,"WALKING(9 MINS), RED LINE(10 mins), WALKING(4 MINS)",13.0
PAST SALE,Condo/Co-op,2724 N DAYTON St Unit A,Chicago,IL,60614,533000,3.0,2.5,Lincoln Park,,,1994.0,45,,200.0,Sold,http://www.redfin.com/IL/Chicago/2724-N-Dayton-St-60614/unit-A/home/145006301,MRED,10491174,41.931630299999995,-87.6505021,4.0,23 mins,"WALKING(4 MINS), BROWN LINE(2 mins), RED LINE(7 mins), WALKING(4 MINS)",8.0
MLS Listing,Townhouse,1231 W Fletcher St Unit F,Chicago,IL,60657,599000,3.0,2.5,Lake View,2305.0,,1987.0,137,260.0,294.0,Active,http://www.redfin.com/IL/Chicago/1231-W-Fletcher-St-60657/unit-F/home/13366330,MRED,10492011,41.9387551,-87.6602365,3.0,22 mins,"WALKING(9 MINS), RED LINE(10 mins), WALKING(4 MINS)",13.0
PAST SALE,Townhouse,2243 N GREENVIEW Ave Unit D,CHICAGO,IL,60614,530000,3.0,3.0,Lincoln Park,,,1996.0,115,,300.0,Sold,http://www.redfin.com/IL/Chicago/2243-N-Greenview-Ave-60614/unit-D/home/13353516,MRED,10492510,41.922772200000004,-87.6653952,3.0,28 mins,"WALKING(17 MINS), RED LINE(7 mins), WALKING(4 MINS)",21.0
PAST SALE,Condo/Co-op,3348 N Clifton Ave Unit A,Chicago,IL,60657,500000,2.0,2.5,Lake View,1700.0,,1989.0,30,294.0,401.0,Sold,http://www.redfin.com/IL/Chicago/3348-N-Clifton-Ave-60657/unit-A/home/13382310,MRED,10561999,41.942699,-87.65856590000001,3.0,23 mins,"WALKING(9 MINS), RED LINE(10 mins), WALKING(4 MINS)",13.0
MLS Listing,Single Family Residential,1011 W Dickens Ave #10,Chicago,IL,60614,520000,3.0,2.0,Lincoln Park,1800.0,1222.0,1981.0,142,289.0,200.0,Active,http://www.redfin.com/IL/Chicago/1011-W-Dickens-Ave-60614/unit-10/home/168676353,MRED,10488420,41.919779,-87.65387309999998,3.0,20 mins,"WALKING(9 MINS), RED LINE(7 mins), WALKING(4 MINS)",13.0
MLS Listing,Townhouse,456 E North Water St Unit D,Chicago,IL,60611,600000,3.0,3.0,Near North Side,2200.0,,1997.0,142,273.0,481.0,Active,http://www.redfin.com/IL/Chicago/456-E-North-Water-St-60611/unit-D/home/14095075,MRED,10487425,41.889694,-87.6155689,3.0,15 mins,"WALKING(6 MINS), BUS66(7 mins), WALKING(2 MINS)",8.0
PAST SALE,Single Family Residential,2009 Maple Ave,Evanston,IL,60201,537000,3.0,3.0,Evanston,1879.0,,1995.0,94,286.0,,Sold,http://www.redfin.com/IL/Evanston/2009-Maple-Ave-60201/home/13581280,MRED,10480597,42.054344799999996,-87.68447059999998,4.0,52 mins,"WALKING(1 MIN), PURPLE LINE(8 mins), RED LINE(32 mins), WALKING(4 MINS)",5.0
PAST SALE,Townhouse,2500 N Bosworth Ave,Chicago,IL,60614,649900,3.0,2.5,Lincoln Park,,,1994.0,81,,,Sold,http://www.redfin.com/IL/Chicago/2500-N-Bosworth-Ave-60614/home/13361087,MRED,10487113,41.9270899,-87.66721899999999,5.0,39 mins,"WALKING(4 MINS), BUS9(10 mins), WALKING(1 MIN), BUS66(16 mins), WALKING(2 MINS)",7.0
PAST SALE,Townhouse,2902 N Sheridan Rd,Chicago,IL,60657,490000,3.0,2.5,Lake View,1395.0,,1951.0,39,351.0,393.0,Sold,http://www.redfin.com/IL/Chicago/2902-N-Sheridan-Rd-60657/home/13372143,MRED,10529860,41.934562,-87.639751,3.0,16 mins,"WALKING(1 MIN), BUS151(14 mins), WALKING(1 MIN)",2.0
PAST SALE,Townhouse,1830 W Sunnyside Ave,Chicago,IL,60640,455000,3.0,2.5,Lincoln Square,1600.0,1406.0,1989.0,18,284.0,,Sold,http://www.redfin.com/IL/Chicago/1830-W-Sunnyside-Ave-60640/home/13392409,MRED,10481456,41.963480100000005,-87.6758743,4.0,32 mins,"WALKING(3 MINS), BROWN LINE(11 mins), RED LINE(7 mins), WALKING(4 MINS)",7.0
PAST SALE,Townhouse,2308 W Wolfram St #97,CHICAGO,IL,60618,492000,3.0,3.0,Logan Square,2274.0,909.0,2002.0,129,216.0,270.0,Sold,http://www.redfin.com/IL/Chicago/2308-W-Wolfram-St-60618/unit-97/home/12576722,MRED,10434225,41.933254,-87.68637690000001,5.0,40 mins,"WALKING(3 MINS), BUS76(14 mins), WALKING(1 MIN), BUS151(14 mins), WALKING(1 MIN)",5.0
PAST SALE,Townhouse,3315 N RACINE Ave Unit D,Chicago,IL,60657,545000,3.0,2.5,Lake View,,,1989.0,68,,463.0,Sold,http://www.redfin.com/IL/Chicago/3315-N-Racine-Ave-60657/unit-D/home/13382673,MRED,10451272,41.942335,-87.658829,3.0,23 mins,"WALKING(10 MINS), RED LINE(10 mins), WALKING(4 MINS)",14.0
PAST SALE,Townhouse,4259 W Harrington Ln,Chicago,IL,60646,400000,3.0,4.0,Forest Glen,1994.0,2110.0,1987.0,41,201.0,425.0,Sold,http://www.redfin.com/IL/Chicago/4259-Harrington-Ln-60646/home/13513375,MRED,10479267,41.9894378,-87.7361701,5.0,44 mins,"WALKING(2 MINS), BUS84(21 mins), WALKING(1 MIN), BUS147(14 mins), WALKING(1 MIN)",4.0
PAST SALE,Townhouse,1827 N Dayton St Unit A,CHICAGO,IL,60614,559900,2.0,2.5,Lincoln Park,2400.0,,1985.0,109,233.0,267.0,Sold,http://www.redfin.com/IL/Chicago/1827-N-Dayton-St-60614/unit-A/home/13350405,MRED,10478676,41.9146165,-87.6491238,3.0,15 mins,"WALKING(6 MINS), RED LINE(5 mins), WALKING(4 MINS)",10.0
MLS Listing,Townhouse,1465 S Indiana Ave,Chicago,IL,60605,650000,2.0,2.5,Near South Side,2254.0,848.0,1990.0,222,288.0,435.0,Contingent,http://www.redfin.com/IL/Chicago/1465-S-Indiana-Ave-60605/home/14083336,MRED,10387249,41.862612,-87.622168,3.0,24 mins,"WALKING(4 MINS), BUS3(16 mins), WALKING(3 MINS)",7.0
PAST SALE,Townhouse,1209 W Grenshaw St,CHICAGO,IL,60607,470000,2.0,2.5,Near West Side,2399.0,,2007.0,205,196.0,112.0,Sold,http://www.redfin.com/IL/Chicago/1209-W-Grenshaw-St-60607/home/12605942,MRED,10348919,41.867605,-87.657195,5.0,35 mins,"WALKING(2 MINS), BUS60(18 mins), WALKING(1 MIN), BUS147(7 mins), WALKING(3 MINS)",6.0
PAST SALE,Townhouse,2471 W MONTROSE Ave,CHICAGO,IL,60618,439000,2.0,2.5,North Center,2000.0,,2002.0,107,220.0,286.0,Sold,http://www.redfin.com/IL/Chicago/2471-W-Montrose-Ave-60618/home/12701822,MRED,10469546,41.961128,-87.69140420000001,4.0,42 mins,"WALKING(9 MINS), BROWN LINE(15 mins), RED LINE(7 mins), WALKING(4 MINS)",13.0
PAST SALE,Townhouse,3300 N Kenmore Ave Unit A,CHICAGO,IL,60657,499900,2.0,2.0,Lake View,,,1992.0,107,,,Sold,http://www.redfin.com/IL/Chicago/3300-N-Kenmore-Ave-60657/unit-A/home/22984311,MRED,10469861,41.941941899999996,-87.6556084,3.0,18 mins,"WALKING(5 MINS), RED LINE(10 mins), WALKING(4 MINS)",9.0
PAST SALE,Townhouse,1217 N Hoyne Ave Unit E,Chicago,IL,60622,610000,3.0,2.5,West Town,2200.0,728.0,2004.0,30,277.0,,Sold,http://www.redfin.com/IL/Chicago/1217-N-Hoyne-Ave-60622/unit-E/home/12575378,MRED,10530893,41.9037125,-87.6794006,3.0,24 mins,"WALKING(1 MIN), BUS70(15 mins), WALKING(8 MINS)",9.0
PAST SALE,Townhouse,1240 W Monroe St #6,Chicago,IL,60607,493000,2.0,2.0,Near West Side,,,2006.0,75,,185.0,Sold,http://www.redfin.com/IL/Chicago/1240-W-Monroe-St-60607/unit-6/home/21797555,MRED,10455950,41.8806385,-87.6585927,5.0,33 mins,"WALKING(3 MINS), BUS20(8 mins), WALKING(3 MINS), BUS22(7 mins), WALKING(6 MINS)",12.0
PAST SALE,Townhouse,1775 W ALTGELD St Unit F,CHICAGO,IL,60614,445000,2.0,2.0,Lincoln Park,1760.0,,1993.0,128,253.0,296.0,Sold,http://www.redfin.com/IL/Chicago/1775-W-Terra-Cotta-Pl-60614/unit-F/home/13359324,MRED,10458810,41.928171,-87.672344,5.0,41 mins,"WALKING(7 MINS), BUS9(10 mins), WALKING(1 MIN), BUS66(16 mins), WALKING(2 MINS)",10.0
PAST SALE,Townhouse,1149 W Roscoe St,CHICAGO,IL,60657,520000,3.0,2.0,Lake View,,,1987.0,128,,435.0,Sold,http://www.redfin.com/IL/Chicago/1149-W-Roscoe-St-60657/home/13382921,MRED,10457033,41.943399600000006,-87.6585853,3.0,24 mins,"WALKING(11 MINS), RED LINE(10 mins), WALKING(4 MINS)",15.0
PAST SALE,Condo/Co-op,1487 N Clybourn Ave Unit D,CHICAGO,IL,60610,490000,3.0,2.5,Near North Side,1600.0,,1997.0,174,306.0,385.0,Sold,http://www.redfin.com/IL/Chicago/1487-N-Clybourn-Ave-60610/unit-D/home/12740940,MRED,10271177,41.9086584,-87.6452735,3.0,13 mins,"WALKING(5 MINS), RED LINE(5 mins), WALKING(4 MINS)",9.0
PAST SALE,Townhouse,819 W WILLOW St,Chicago,IL,60614,595000,3.0,3.5,Lincoln Park,,,,88,,120.0,Sold,http://www.redfin.com/IL/Chicago/819-W-Willow-St-60614/home/13351201,MRED,10460444,41.913661600000005,-87.6492385,3.0,14 mins,"WALKING(6 MINS), RED LINE(5 mins), WALKING(4 MINS)",10.0
PAST SALE,Townhouse,2820 N Greenview Ave Unit A,CHICAGO,IL,60657,570000,3.0,3.5,Lake View,,,1989.0,122,,200.0,Sold,http://www.redfin.com/IL/Chicago/2820-N-Greenview-Ave-60657/unit-A/home/13363932,MRED,10440126,41.933195,-87.66619399999999,5.0,33 mins,"WALKING(1 MIN), BUS76(8 mins), WALKING(1 MIN), BUS151(14 mins), WALKING(1 MIN)",3.0
PAST SALE,Townhouse,2502 N Bosworth,CHICAGO,IL,60614,400000,2.0,3.0,Lincoln Park,,,1995.0,2707,,,Sold,http://www.redfin.com/IL/Chicago/2502-N-Bosworth-Ave-60614/home/13361401,MRED,8045924,41.9271433,-87.66722390000001,5.0,39 mins,"WALKING(4 MINS), BUS9(10 mins), WALKING(1 MIN), BUS66(16 mins), WALKING(2 MINS)",7.0
PAST SALE,Condo/Co-op,1068 W Chestnut St,CHICAGO,IL,60642,584000,3.0,2.5,West Town,2200.0,2200.0,,117,265.0,325.0,Sold,http://www.redfin.com/IL/Chicago/1068-W-Chestnut-St-60642/home/12715427,MRED,10455197,41.8984086,-87.6548698,3.0,18 mins,"WALKING(4 MINS), BUS66(12 mins), WALKING(2 MINS)",6.0
MLS Listing,Townhouse,1445 N Cleveland Ave Unit B,Chicago,IL,60610,609900,3.0,3.0,Near North Side,,2000.0,1998.0,3,,197.0,Active,http://www.redfin.com/IL/Chicago/1445-N-Cleveland-Ave-60610/unit-B/home/12813070,MRED,10600660,41.908879,-87.64016590000001,5.0,22 mins,"WALKING(5 MINS), BROWN LINE(4 mins), WALKING(1 MIN), BUS66(5 mins), WALKING(2 MINS)",8.0
PAST SALE,Townhouse,1781 W Altgeld St Unit G,CHICAGO,IL,60614,440000,2.0,2.0,Lincoln Park,1760.0,,1993.0,143,250.0,299.0,Sold,http://www.redfin.com/IL/Chicago/1781-W-Terra-Cotta-Pl-60614/unit-G/home/13358278,MRED,10432826,41.928171,-87.672344,5.0,39 mins,"WALKING(4 MINS), BUS9(11 mins), WALKING(1 MIN), BUS66(16 mins), WALKING(2 MINS)",7.0
PAST SALE,Townhouse,4949 N Lincoln Ave #2,Chicago,IL,60625,530000,3.0,3.0,Lincoln Square,2514.0,820.0,2008.0,79,211.0,289.0,Sold,http://www.redfin.com/IL/Chicago/4949-N-Lincoln-Ave-60625/unit-2/home/21792739,MRED,10490328,41.9721348,-87.6901895,4.0,41 mins,"WALKING(9 MINS), BROWN LINE(14 mins), RED LINE(7 mins), WALKING(4 MINS)",13.0
PAST SALE,Single Family Residential,8321 Kenneth Ave,SKOKIE,IL,60076,375000,3.0,2.5,Skokie,2202.0,5658.0,1957.0,149,170.0,,Sold,http://www.redfin.com/IL/Skokie/8321-Kenneth-Ave-60076/home/13610527,MRED,10415428,42.0323098,-87.73859559999998,4.0,1 hour 8 mins,"WALKING(15 MINS), YELLOW LINE(7 mins), RED LINE(32 mins), WALKING(4 MINS)",19.0
PAST SALE,Single Family Residential,8127 Karlov Ave,SKOKIE,IL,60076,325000,3.0,2.0,Skokie,,5166.0,1957.0,128,,,Sold,http://www.redfin.com/IL/Skokie/8127-Karlov-Ave-60076/home/13609104,MRED,10406368,42.0289282,-87.7302094,5.0,59 mins,"WALKING(4 MINS), BUS97(12 mins), WALKING(1 MIN), RED LINE(32 mins), WALKING(4 MINS)",9.0
MLS Listing,Townhouse,2743 N Wolcott Ave #46,Chicago,IL,60614,579000,3.0,3.0,Lincoln Park,2100.0,,1996.0,160,276.0,336.0,Active,http://www.redfin.com/IL/Chicago/2743-N-Wolcott-Ave-60614/unit-46/home/12566704,MRED,10467027,41.9319593,-87.6747396,5.0,36 mins,"WALKING(1 MIN), BUS76(11 mins), WALKING(1 MIN), BUS151(14 mins), WALKING(1 MIN)",3.0
PAST SALE,Single Family Residential,2847 N Wolcott #B Ave,Chicago,IL,60657,570000,3.0,2.5,North Center,,,1997.0,30,,119.0,Sold,http://www.redfin.com/IL/Chicago/2847-N-Wolcott-Ave-60657/unit-B/home/13358562,MRED,10557439,41.9335571,-87.67425859999999,5.0,42 mins,"WALKING(7 MINS), BUS76(11 mins), WALKING(1 MIN), BUS151(14 mins), WALKING(1 MIN)",9.0
PAST SALE,Single Family Residential,7820 Kenneth Ave,SKOKIE,IL,60076,420000,5.0,2.0,Skokie,1620.0,4303.0,1931.0,129,259.0,,Sold,http://www.redfin.com/IL/Skokie/7820-Kenneth-Ave-60076/home/13601862,MRED,10394414,42.0233144,-87.7394375,4.0,1 hour 7 mins,"WALKING(14 MINS), YELLOW LINE(7 mins), RED LINE(32 mins), WALKING(4 MINS)",18.0
PAST SALE,Single Family Residential,1952 N Bissell St,CHICAGO,IL,60614,585000,3.0,2.0,Lincoln Park,1720.0,1441.0,,114,340.0,,Sold,http://www.redfin.com/IL/Chicago/1952-N-Bissell-St-60614/home/13350850,MRED,10419476,41.9175331,-87.6523842,5.0,22 mins,"WALKING(1 MIN), BROWN LINE(8 mins), WALKING(1 MIN), BUS66(5 mins), WALKING(2 MINS)",4.0
PAST SALE,Condo/Co-op,3305 N Racine Ave Unit C,CHICAGO,IL,60657,545000,3.0,2.0,Lake View,,,1989.0,207,,463.0,Sold,http://www.redfin.com/IL/Chicago/3305-N-Racine-Ave-60657/unit-C/home/161490206,MRED,10339839,41.942085,-87.658855,3.0,23 mins,"WALKING(10 MINS), RED LINE(10 mins), WALKING(4 MINS)",14.0
PAST SALE,Townhouse,3455 N WHIPPLE St,Chicago,IL,60618,450000,3.0,3.0,Avondale,2242.0,1140.0,2010.0,96,201.0,175.0,Sold,http://www.redfin.com/IL/Chicago/3455-N-Whipple-St-60618/unit-12/home/26805851,MRED,10334734,41.9445037,-87.70387170000001,5.0,39 mins,"WALKING(4 MINS), BUS152(17 mins), WALKING(1 MIN), BUS146(11 mins), WALKING(1 MIN)",6.0
PAST SALE,Townhouse,2720 N Greenview Ave Unit C,Chicago,IL,60614,573000,3.0,3.0,Lincoln Park,,,1987.0,1167,,331.0,Sold,http://www.redfin.com/IL/Chicago/2720-N-Greenview-Ave-60614/unit-C/home/22995643,MRED,9324751,41.931343299999995,-87.6661266,5.0,34 mins,"WALKING(2 MINS), BUS76(8 mins), WALKING(1 MIN), BUS151(14 mins), WALKING(1 MIN)",4.0
PAST SALE,Townhouse,1501 S Indiana Ave Unit C,CHICAGO,IL,60605,575000,3.0,2.5,Near South Side,2000.0,,1998.0,209,288.0,506.0,Sold,http://www.redfin.com/IL/Chicago/1501-S-Indiana-Ave-60605/unit-C/home/14083686,MRED,10314047,41.861856200000005,-87.62218829999999,3.0,25 mins,"WALKING(5 MINS), BUS3(16 mins), WALKING(3 MINS)",8.0
PAST SALE,Townhouse,807 W Wolfram St #7,CHICAGO,IL,60657,617000,3.0,2.0,Lake View,2154.0,,,165,286.0,380.0,Sold,http://www.redfin.com/IL/Chicago/807-W-Wolfram-St-60657/unit-7/home/145002716,MRED,10396365,41.933462,-87.6495,4.0,24 mins,"WALKING(5 MINS), BROWN LINE(2 mins), RED LINE(7 mins), WALKING(4 MINS)",9.0
PAST SALE,Condo/Co-op,3335 N Racine Ave Unit A,CHICAGO,IL,60657,470000,3.0,2.5,Lake View,1700.0,,1987.0,143,276.0,465.0,Sold,http://www.redfin.com/IL/Chicago/3335-N-Racine-Ave-60657/unit-A/home/13381429,MRED,10405987,41.942865000000005,-87.658709,3.0,23 mins,"WALKING(10 MINS), RED LINE(10 mins), WALKING(4 MINS)",14.0
PAST SALE,Townhouse,522 Keeney St,EVANSTON,IL,60202,435000,2.0,2.5,Evanston,2029.0,,2004.0,143,214.0,275.0,Sold,http://www.redfin.com/IL/Evanston/522-Keeney-St-60202/home/12668959,MRED,10404840,42.029205,-87.677963,4.0,49 mins,"WALKING(4 MINS), PURPLE LINE(2 mins), RED LINE(32 mins), WALKING(4 MINS)",8.0
PAST SALE,Townhouse,5919 N Sauganash Ln,CHICAGO,IL,60646,470000,3.0,2.5,Forest Glen,3274.0,,1987.0,128,144.0,425.0,Sold,http://www.redfin.com/IL/Chicago/5919-N-Sauganash-Ln-60646/home/144666070,MRED,10441984,41.988732399999996,-87.73500899999999,5.0,45 mins,"WALKING(3 MINS), BUS84(21 mins), WALKING(1 MIN), BUS147(14 mins), WALKING(1 MIN)",5.0
PAST SALE,Condo/Co-op,1338 S State St,CHICAGO,IL,60605,595000,3.0,2.5,Near South Side,2175.0,,1987.0,136,274.0,125.0,Sold,http://www.redfin.com/IL/Chicago/1338-S-State-St-60605/home/14084653,MRED,10404565,41.864676,-87.62769200000001,3.0,17 mins,"WALKING(6 MINS), RED LINE(8 mins), WALKING(4 MINS)",10.0
MLS Listing,Townhouse,1432 W Wrightwood Ave,Chicago,IL,60614,665000,3.0,3.0,Lincoln Park,,,1990.0,18,,519.0,Active,http://www.redfin.com/IL/Chicago/1432-W-Wrightwood-Ave-60614/unit-AVE8/home/13362160,MRED,10594887,41.929022100000005,-87.6647776,3.0,28 mins,"WALKING(17 MINS), RED LINE(7 mins), WALKING(4 MINS)",21.0
PAST SALE,Single Family Residential,8835 Crawford Ave,SKOKIE,IL,60076,400000,3.0,2.5,Skokie,,7261.0,1967.0,129,,,Sold,http://www.redfin.com/IL/Skokie/8835-Crawford-Ave-60076/home/13626333,MRED,10424136,42.041940999999994,-87.72747779999999,6.0,1 hour 10 mins,"WALKING(3 MINS), BUS250(6 mins), WALKING(2 MINS), YELLOW LINE(9 mins), RED LINE(32 mins), WALKING(4 MINS)",9.0
PAST SALE,Condo/Co-op,2843 N Lincoln Ave #212,Chicago,IL,60657,478000,3.0,2.0,Lake View,,,1996.0,163,,301.0,Sold,http://www.redfin.com/IL/Chicago/2843-N-Lincoln-Ave-60657/unit-212/home/13364070,MRED,10373071,41.933669200000004,-87.6597524,4.0,27 mins,"WALKING(7 MINS), BROWN LINE(2 mins), RED LINE(7 mins), WALKING(4 MINS)",11.0
PAST SALE,Townhouse,2946 N Wood St Unit C,CHICAGO,IL,60657,615000,3.0,2.5,Lake View,,,2001.0,170,,305.0,Sold,http://www.redfin.com/IL/Chicago/2946-N-Wood-St-60657/unit-C/home/12727462,MRED,10344706,41.9355357,-87.6730807,5.0,42 mins,"WALKING(5 MINS), BUS9(13 mins), WALKING(1 MIN), BUS66(16 mins), WALKING(2 MINS)",8.0
PAST SALE,Condo/Co-op,1238 W Fletcher St Unit B,CHICAGO,IL,60657,599000,3.0,2.5,Lake View,2100.0,,1989.0,149,285.0,351.0,Sold,http://www.redfin.com/IL/Chicago/1238-W-Fletcher-St-60657/unit-B/home/13366344,MRED,10402602,41.939158899999995,-87.660682,3.0,23 mins,"WALKING(9 MINS), RED LINE(10 mins), WALKING(4 MINS)",13.0
PAST SALE,Townhouse,2770 N WOLCOTT Ave Unit H,Chicago,IL,60614,534000,4.0,2.5,Lincoln Park,2200.0,,2000.0,1285,243.0,100.0,Sold,http://www.redfin.com/IL/Chicago/2770-N-Wolcott-Ave-60614/unit-H/home/22905728,MRED,9184250,41.93178820000001,-87.6754689,5.0,36 mins,"WALKING(1 MIN), BUS76(11 mins), WALKING(1 MIN), BUS151(14 mins), WALKING(1 MIN)",3.0
PAST SALE,Townhouse,2335 W George St,Chicago,IL,60618,472000,3.0,2.5,Avondale,2274.0,954.0,2003.0,44,208.0,270.0,Sold,http://www.redfin.com/IL/Chicago/2335-W-George-St-60618/unit-L-124/home/12683485,MRED,10536915,41.93370770000001,-87.6869068,5.0,41 mins,"WALKING(3 MINS), BUS76(14 mins), WALKING(1 MIN), BUS151(14 mins), WALKING(1 MIN)",5.0
PAST SALE,Townhouse,2940 N Lakewood Ave #6,CHICAGO,IL,60657,493000,3.0,2.0,Lake View,1750.0,,1993.0,219,282.0,100.0,Sold,http://www.redfin.com/IL/Chicago/2940-N-Lakewood-Ave-60657/unit-6/home/13363977,MRED,10319491,41.935612299999995,-87.6615748,3.0,28 mins,"WALKING(15 MINS), RED LINE(10 mins), WALKING(4 MINS)",19.0
PAST SALE,Townhouse,1066 W Fry St,CHICAGO,IL,60642,624000,3.0,2.5,West Town,2200.0,,2000.0,137,284.0,325.0,Sold,http://www.redfin.com/IL/Chicago/1066-W-Fry-St-60642/home/12713748,MRED,10362001,41.8975084,-87.65456209999999,3.0,17 mins,"WALKING(3 MINS), BUS66(12 mins), WALKING(2 MINS)",5.0
PAST SALE,Townhouse,5003 N Lincoln Ave #2,CHICAGO,IL,60625,552500,3.0,3.0,Lincoln Square,2515.0,897.0,2007.0,111,220.0,290.0,Sold,http://www.redfin.com/IL/Chicago/5003-N-Lincoln-Ave-60625/unit-2/home/45511930,MRED,10399079,41.9722767,-87.6898856,4.0,41 mins,"WALKING(9 MINS), BROWN LINE(14 mins), RED LINE(7 mins), WALKING(4 MINS)",13.0
